sample_id,global_n,s_n,s_n_contig,rbd_n
hCoV_19_England_RAND_12CD750_2021,0.008293482259305086,0.03322867608581894,127,0
hCoV_19_England_LSPA_37DA45E_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_317A85A_2022,0.016715699384862264,0.076138147566719,189,189
hCoV_19_England_MILK_134A22C_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_LSPA_3B4DAF6_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYG3NX8_2022,0.01244022338895763,0.0015698587127158557,6,0
hCoV_19_Scotland_EDB28947_2021,0.04334013309701368,0.0716902145473574,274,0
hCoV_19_England_PHEC_YYFHWMA_2022,0.015583720696920041,0.03950811093668236,143,1
hCoV_19_England_PLYM_3259168C_2022,0.030130756111426946,0.0,0,0
hCoV_19_Scotland_QEUH_1544378_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_U308UA07_2021,0.0031769387686854163,0.0026164311878597592,9,0
hCoV_19_England_BRBR_2DFE71C_2021,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_3E6BD05_2022,0.03534762398421563,0.0,0,0
hCoV_19_England_MILK_386E087_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_CAMC_14E7BCB_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_PHEC_YYGYSCC_2022,0.006688292144600876,0.0,0,0
hCoV_19_England_ALDP_328DDCD_2022,0.012235891949719177,0.0,0,0
hCoV_19_England_NORT_1BC52C7_2021,0.006085735303952384,0.027995813710099425,76,107
hCoV_19_England_MILK_140FC06_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_EDB68961_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYDW9KB_2022,0.002809082700732368,0.0,0,0
hCoV_19_England_CAMC_13EE4CA_2021,0.004146186511519042,0.0,0,0
hCoV_19_England_DHSC_CYDCUBR_2021,0.013038245520192565,0.03218210361067504,45,36
hCoV_19_England_DHSC_CYDSIJ7_2022,0.020861192832308105,0.08869701726844584,298,41
hCoV_19_England_MILK_2058DEE_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_3E3A640_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_QEUH_3A903BE_2022,0.027990502625154668,0.0,0,0
hCoV_19_England_PHEC_L308L454_2021,0.0031769387686854163,0.00026164311878597594,1,0
hCoV_19_England_HSLL_1573C48_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_PHEC_15B5BB_2021,0.018760659465605456,0.07299843014128729,184,89
hCoV_19_England_BRBR_312B023_2022,0.03704198983685478,0.11878597592883307,265,189
hCoV_19_England_LSPA_3DD1970_2022,0.0290271879075678,0.05442176870748299,152,208
hCoV_19_Scotland_QEUH_3AB34EF_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_PHEP_YYFD9YS_2022,0.013644115974985787,0.0,0,0
hCoV_19_England_NORW_13D4791_2021,0.01327625990703274,0.05703819989534275,218,22
hCoV_19_England_DHSC_CYB4YG1_2022,0.025808177046768962,0.061486132914704346,235,235
hCoV_19_Scotland_SCOT_19552_2022,0.00428050697254456,0.0005232862375719519,2,0
hCoV_19_England_NORW_3162A89_2022,0.04753944905054828,0.058084772370486655,194,194
hCoV_19_England_LSPA_3E87CBB_2022,0.012239574624619604,0.0,0,0
hCoV_19_England_LSPA_365CD69_2022,0.00421235624498529,0.0,0,0
hCoV_19_NorthernIreland_NIRE_001927_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PLYM_3F8C4CC_2022,0.07748386449520114,0.007587650444793302,22,7
hCoV_19_England_PLYM_3253B20_2022,0.07341535169831506,0.06933542647828363,265,0
hCoV_19_England_PLYM_325B7802_2022,0.043306691636290674,0.01674515960230246,34,64
hCoV_19_England_BRBR_3265C32B_2022,0.012239574624619604,0.0,0,0
hCoV_19_Wales_PHWC_PJMGFZ_2022,0.0013042169681971708,0.0,0,0
hCoV_19_Scotland_SCOT_14261_2022,0.0035447948366384642,0.0005232862375719519,2,0
hCoV_19_England_BRBR_326D9A9A_2023,0.055445941878741266,0.0,0,0
hCoV_19_England_PHEP_YYDT4T7_2022,0.061498846269605056,0.21559392987964415,518,518
hCoV_19_Scotland_QEUH_34D4897_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_DHSC_CYYU3CH_2022,0.027388556332140587,0.04735740450026164,89,181
hCoV_19_Scotland_LSPA_3E12CE2_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_156DF4_2021,0.012741196535464669,0.04971219256933543,181,1
hCoV_19_England_QEUH_13C16B8_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_NEWC_3B21F71_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYFH57C_2022,0.0024077851720563153,0.0,0,0
hCoV_19_England_NORW_309A02E_2021,0.013610674514262783,0.0,0,0
hCoV_19_England_PHEC_YYRPFB5_2022,0.002909407082901381,0.0,0,0
hCoV_19_England_PHESW_YYBYKOW_2021,0.03380479486407864,0.01282051282051282,49,0
hCoV_19_England_MILK_162F49D_2021,0.004146186511519042,0.0,0,0
hCoV_19_England_QEUH_3CFA2D1_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_13AE666_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_BRBR_32679FCA_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_U308U9EC_2021,0.0045480386583285955,0.0026164311878597592,9,0
hCoV_19_England_PHEP_YYRQHI3_2022,0.004713827226531158,0.002354788069073783,7,0
hCoV_19_Scotland_QEUH_156D3C4_2021,0.008293482259305086,0.03322867608581894,127,0
hCoV_19_England_LSPA_3C45477_2022,0.038156706684948,0.0,0,0
hCoV_19_England_QEUH_32121EF_2022,0.06358652046001605,0.061224489795918366,132,0
hCoV_19_England_LSPA_34F0A62_2022,0.0545266113934207,0.0,0,0
hCoV_19_England_QEUH_14E07A0_2021,0.00404641674748353,0.0,0,0
hCoV_19_Wales_PHWC_PEMA37_2022,0.052469651874393876,0.08294086865515438,311,0
hCoV_19_England_QEUH_3EEEB97_2022,0.03320737049794335,0.0,0,0
hCoV_19_England_LSPA_3737F8B_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_LSPA_3E4FA4C_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_19C67E7_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_YY8CAHO_2022,0.015449954854028024,0.0015698587127158557,6,0
hCoV_19_England_DHSC_CYN5R9A_2022,0.009360791655522867,0.03349031920460492,45,41
hCoV_19_England_PHEC_YYF5UZN_2022,0.025917132060328394,0.0,0,0
hCoV_19_England_BRBR_39D62CF_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_14A772D_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_3261F6B2_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_CAMC_CB8DF5_2020,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_YYGXSES_2022,0.012239574624619604,0.0015698587127158557,6,0
hCoV_19_England_PLYM_39FA81E_2022,0.0267197271176805,0.07980115122972266,301,255
hCoV_19_England_PLYM_15203FA4_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_1CEF545_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_3R03DRF4_2021,0.002541551014948333,0.0,0,0
hCoV_19_England_MILK_1541584_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_PHEP_YYFW14M_2022,0.04451058422231883,0.0,0,0
hCoV_19_England_PHEC_YYDN5WI_2022,0.03474567769120155,0.046049188906331764,169,4
hCoV_19_England_NEWC_3719C97_2022,0.012234664883837539,0.0,0,0
hCoV_19_England_LSPA_35614E5_2022,0.017618347151644825,0.0,0,0
hCoV_19_England_PHEC_YYDGRE7_2022,0.003979533826037522,0.0,0,0
hCoV_19_England_MILK_17C17FD_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_3BB713E_2022,0.013008728221248704,0.0,0,0
hCoV_19_Wales_PHWC_PJ6IYM_2022,0.0041132996689295384,0.0,0,0
hCoV_19_England_PLYM_3EFA72B_2022,0.004213624051098552,0.0,0,0
hCoV_19_Wales_PHWC_P8ADRD_2022,0.014876972452527414,0.030612244897959183,116,117
hCoV_19_England_LSPA_343050B_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_ALDP_C497BF_2020,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_QEUH_3E7D1F5_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_3E5622C_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_LSPA_3ED5AC3_2022,0.055011202889342206,0.0,0,0
hCoV_19_Scotland_QEUH_36308C4_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_QEUH_121D584_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_Scotland_SCOT_6528_2022,0.053941076146206066,0.14965986394557823,304,268
hCoV_19_England_QEUH_3F3D5D6_2022,0.04688492793365214,0.0,0,0
hCoV_19_England_PHEC_YYF3O65_2022,0.09119486339163295,0.1336996336996337,277,249
hCoV_19_England_LSPA_3E6F0DB_2022,0.04641674748353008,0.0,0,0
hCoV_19_England_ALDP_1540D32_2021,0.00404641674748353,0.0,0,0
hCoV_19_Wales_PHWC_4D24CB_2021,0.008694779787981138,0.05703819989534275,218,22
hCoV_19_England_MILK_15A4349_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_PHEC_Q304QD5D_2021,0.011201390978700638,0.0,0,0
hCoV_19_England_CAMC_151FDD2_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_3ED5DD9_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_3840319_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_QEUH_10154FA_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_CAMC_14E31CD_2021,0.004313948433267565,0.0,0,0
hCoV_19_England_LSPA_3BB7936_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_CAMC_13D3880_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_3E735B7_2022,0.03327425341938936,0.0,0,0
hCoV_19_England_PHEP_YYRTJW8_2022,0.004347389893990569,0.0005232862375719519,2,0
hCoV_19_England_PHEC_YYGYAR4_2022,0.0024412266327793197,0.0,0,0
hCoV_19_England_ALDP_3A31F24_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_LSPA_3EB760F_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_LSPA_3E2B581_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_CAMC_14F84F9_2021,0.008293482259305086,0.03322867608581894,127,0
hCoV_19_Wales_PHWC_PEGYBO_2022,0.0010366852824131357,0.0,0,0
hCoV_19_England_MILK_1532744_2021,0.00404641674748353,0.0,0,0
hCoV_19_Wales_PHWC_PYGKDK_2021,0.010935357656422432,0.07561486132914705,280,0
hCoV_19_England_PHEP_YYN3U5B_2021,0.06979232852891014,0.21611721611721613,518,518
hCoV_19_England_ALDP_322E3AE_2022,0.00421235624498529,0.0,0,0
hCoV_19_Scotland_QEUH_398CA57_2022,0.025214861385145303,0.0,0,0
hCoV_19_Wales_MILK_2EA16DE_2021,0.027313452794864936,0.12297226582940869,189,189
hCoV_19_England_QEUH_12C9280_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_LSPA_325928D0_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_1589B2_2021,0.0014379828110891884,0.002354788069073783,9,0
hCoV_19_England_PHEC_YYFT9ZK_2022,0.03564859713072267,0.008634222919937205,23,26
hCoV_19_England_LSPA_3ED5CCD_2022,0.004213624051098552,0.0,0,0
hCoV_19_Wales_PHWC_PYFHEO_2021,0.0251814199244223,0.10936682365253794,218,22
hCoV_19_Scotland_QEUH_15400FD_2021,0.00404641674748353,0.0,0,0
hCoV_19_Wales_PHWC_PDDJQA_2021,0.0023409022506103066,0.0,0,0
hCoV_19_England_PHEP_YYFI5JD_2022,0.011871718556666555,0.0007849293563579278,2,0
hCoV_19_England_PHEC_YYFZ4GG_2022,0.009229843159549209,0.0,0,0
hCoV_19_England_PHEP_YYFPQIE_2022,0.010868474734976423,0.0007849293563579278,2,0
hCoV_19_NorthernIreland_NIRE_012899_2021,0.09427147777814934,0.24646781789638933,826,138
hCoV_19_Scotland_QEUH_388DC7F_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_12B9793_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_MILK_10504A8_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_SCOT_19433_2022,0.0026753168578403505,0.0,0,0
hCoV_19_England_LSPA_3511D61_2022,0.02149638940893287,0.0,0,0
hCoV_19_Wales_PHWC_PERNKY_2022,0.016352874293549143,0.0,0,0
hCoV_19_NorthernIreland_NIRE_003772_2021,0.015516837775474033,0.07456828885400314,267,267
hCoV_19_Scotland_QEUH_1E06D5D_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_QEUH_2E94E48D_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_17AE091_2021,0.00404641674748353,0.0,0,0
hCoV_19_Wales_PHWC_PJTENQ_2022,0.0011035682038591445,0.0,0,0
hCoV_19_England_MILK_331F1C3_2022,0.00421235624498529,0.0,0,0
hCoV_19_Scotland_PLYM_3EE21CE_2022,0.029094070829013812,0.0,0,0
hCoV_19_England_LSPA_3688F31_2022,0.03028884728537042,0.0,0,0
hCoV_19_England_LSPA_37E3759_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_142F875_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_QEUH_3E6DCD9_2022,0.028291475771661707,0.0,0,0
hCoV_19_England_ALDP_3444434_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_NORT_1B8A316_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_3AD2954_2022,0.004213624051098552,0.0,0,0
hCoV_19_Wales_PHWC_PJWFK5_2022,0.05511152727151122,0.06698063840920984,181,75
hCoV_19_England_QEUH_3EEFD18_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_QEUH_3553DFA_2022,0.007087456539181599,0.0,0,0
hCoV_19_England_ALDP_2E8CFCF_2021,0.0748419890980838,0.0,0,0
hCoV_19_England_PLYM_2DC0E78_2021,0.037889174999163965,0.0,0,0
hCoV_19_England_ALDP_165A7BE_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_YYFS3YI_2022,0.037053138481088856,0.0015698587127158557,6,0
hCoV_19_Scotland_QEUH_12FFE05_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_CVR6826_2021,0.0041132996689295384,0.0,0,0
hCoV_19_Scotland_QEUH_376A392_2022,0.012669229483536687,0.0,0,0
hCoV_19_England_PHEP_YYFKMZP_2022,0.004447714276159582,0.0005232862375719519,2,0
hCoV_19_England_LOND_128DBBA_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_BRBR_3982A9D_2022,0.012239574624619604,0.0,0,0
hCoV_19_England_MILK_1151CF9_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_QEUH_3BFD6C4_2022,0.012908403839079692,0.0,0,0
hCoV_19_England_ALDP_35374F7_2022,0.00421235624498529,0.0,0,0
hCoV_19_Scotland_EDB61878_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_EDB59638_2022,0.012941845299802695,0.0,0,0
hCoV_19_Wales_PHWC_PJRNQZ_2022,0.0008025950573521052,0.0,0,0
hCoV_19_England_MILK_167A9D0_2021,0.008293482259305086,0.03322867608581894,127,0
hCoV_19_England_LSPA_3B9210C_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_210121130_2021,0.00351135337591546,0.006017791732077446,2,1
hCoV_19_Wales_PHWC_4C748D_2021,0.0024077851720563153,0.0,0,0
hCoV_19_England_QEUH_3F07CA3_2022,0.004213624051098552,0.0,0,0
hCoV_19_Wales_PHWC_PGACKX_2021,0.01611393420700722,0.04945054945054945,189,189
hCoV_19_England_OXON_F8185B_2021,0.0,0.0,0,0
hCoV_19_England_PHEC_YYGM4OJ_2022,0.011972042938835569,0.0015698587127158557,6,0
hCoV_19_England_MILK_12BE804_2021,0.004146186511519042,0.0,0,0
hCoV_19_England_LSPA_3C50FD2_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_11A98D0_2021,0.00404641674748353,0.0,0,0
hCoV_19_NorthernIreland_NIRE_0015d2_2021,0.004313371451499649,0.0013082155939298796,5,0
hCoV_19_England_PHEC_YYGF8QP_2022,0.00297629000434739,0.0,0,0
hCoV_19_England_QEUH_3EA00ED_2022,0.03675216533458182,0.003401360544217687,7,13
hCoV_19_Wales_LSPA_2C4CB17D_2022,0.004213624051098552,0.0,0,0
hCoV_19_NorthernIreland_NIRE_01dac0_2022,0.07520984516603685,0.11381475667189953,265,170
hCoV_19_England_BIRM_BCNYMA_2021,0.020265525198140656,0.12689691261119831,267,289
hCoV_19_England_QEUH_3CD995B_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_DHSC_CYNQPMU_2022,0.0212623696175448,0.08869701726844584,298,41
hCoV_19_England_QEUH_34936E5_2022,0.00421235624498529,0.0,0,0
hCoV_19_Scotland_QEUH_325D9415_2022,0.023007724977427015,0.07875457875457875,301,255
hCoV_19_England_QEUH_3260DB5E_2022,0.018660335083436445,0.0,0,0
hCoV_19_Wales_PHWC_P84WUX_2022,0.031358652046001606,0.04945054945054945,189,189
hCoV_19_England_RAND_15631C4_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_YYGTH9H_2022,0.004648363040497609,0.0015698587127158557,6,0
hCoV_19_England_MILK_3816543_2022,0.00421235624498529,0.0,0,0
hCoV_19_Scotland_SCOT_14554_2022,0.004514597197605591,0.0005232862375719519,2,0
hCoV_19_England_LSPA_3F06AF5_2022,0.004213624051098552,0.0,0,0
hCoV_19_Wales_PHWC_PJOJNX_2022,0.0008694779787981139,0.0,0,0
hCoV_19_England_QEUH_3E3E13C_2022,0.021435976323445807,0.0,0,0
hCoV_19_England_NORT_YY1KRJ_2021,0.011570745410159516,0.0716902145473574,274,0
hCoV_19_England_MILK_1560974_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_LSPA_3863A1B_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_CAMC_14E7EC2_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_PLYM_39D02A7_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PLYM_1C0829A_2021,0.01190516001738956,0.0,0,0
hCoV_19_England_SGUH_12DD7_2021,0.024044410259840148,0.0,0,0
hCoV_19_England_QEUH_1A02D91_2021,0.03441126308397151,0.14154892726321297,274,267
hCoV_19_NorthernIreland_NIRE_019e64_2022,0.026117780824666422,0.03139717425431711,51,120
hCoV_19_England_QEUH_325C15C2_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYFZETB_2022,0.012306457546065613,0.0,0,0
hCoV_19_England_NEWC_34D716C_2022,0.06027681198181332,0.0,0,0
hCoV_19_England_PHEC_YYGXUYJ_2022,0.0027756412400093636,0.0,0,0
hCoV_19_England_PHEC_U307U3EF_2021,0.003611677758084473,0.0026164311878597592,9,0
hCoV_19_England_BRBR_328C177_2022,0.06448916822679861,0.0,0,0
hCoV_19_England_ALDP_1526A2C_2021,0.013709165078409738,0.0,0,0
hCoV_19_England_QEUH_17744F2_2021,0.018961308229943484,0.0,0,0
hCoV_19_NorthernIreland_NIRE_000199_2021,0.028826539143229777,0.12846677132391418,267,289
hCoV_19_England_QEUH_3ED1432_2022,0.00862789686653513,0.0,0,0
hCoV_19_England_MILK_1383A4D_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_336F14C_2022,0.010296870821075154,0.0,0,0
hCoV_19_Scotland_SCOT_18427_2022,0.006855499448215898,0.0,0,0
hCoV_19_England_MILK_2D9BF64_2021,0.011136006420760458,0.0,0,0
hCoV_19_Wales_PHWC_PFWIBB_2021,0.010132762599070328,0.0,0,0
hCoV_19_England_CAMC_13B69F9_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_DHSC_CYDJURR_2022,0.0035447948366384642,0.0,0,0
hCoV_19_England_NEWC_272B80A_2021,0.08142995686051567,0.1391941391941392,430,0
hCoV_19_England_CAMC_1328F1E_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_RAND_13EAC3F_2021,0.00404641674748353,0.0,0,0
hCoV_19_Wales_PHWC_PERJD8_2022,0.012235891949719177,0.0,0,0
hCoV_19_England_QEUH_10EF356_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_ALDP_2DC9440_2021,0.024211617563455173,0.0,0,0
hCoV_19_England_PHEC_YYRK69M_2022,0.009430491923887235,0.0,0,0
hCoV_19_England_PHEC_YY8EP5F_2022,0.060963782898036986,0.06200941915227629,148,89
hCoV_19_Wales_PHWC_PF46NK_2021,0.014613918335952915,0.0,0,0
hCoV_19_England_HSLL_15BC1EA_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_Scotland_LSPA_3E471A9_2022,0.011136006420760458,0.0,0,0
hCoV_19_England_CAMC_13B77A3_2021,0.004146186511519042,0.0,0,0
hCoV_19_England_LOND_128DD78_2021,0.015082098786074976,0.05729984301412873,218,22
hCoV_19_England_PHEP_YYGIM4X_2023,0.06654850683877872,0.06985871271585557,265,0
hCoV_19_England_ALDP_30B5AD6_2021,0.01715030756886868,0.10125588697017268,198,189
hCoV_19_England_LSPA_35F2373_2022,0.007087456539181599,0.0,0,0
hCoV_19_England_ALDP_1569850_2021,0.02323870665730431,0.0,0,0
hCoV_19_England_ALDP_33B85DF_2022,0.00421235624498529,0.0,0,0
hCoV_19_NorthernIreland_NIRE_01e695_2022,0.03996254556399024,0.0,0,0
hCoV_19_England_PHEC_YYF5MGP_2022,0.010132762599070328,0.0,0,0
hCoV_19_England_PHEP_YYGB9BZ_2022,0.05624853693609337,0.0968079539508111,189,189
hCoV_19_England_CAMC_139C9CC_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_CVR9189_2021,0.019128515533558505,0.0,0,0
hCoV_19_England_BRBR_329F8D6_2022,0.038156706684948,0.0,0,0
hCoV_19_England_CAMC_14F22F5_2021,0.01588469384342708,0.05703819989534275,218,22
hCoV_19_England_ALDP_307BFA0_2021,0.010530890612463225,0.04945054945054945,189,189
hCoV_19_England_MILK_14DB508_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_205300114_2020,0.29288031301207235,0.4769754055468341,1185,233
hCoV_19_Wales_PHWC_PJ74AZ_2022,0.002474668093502324,0.0,0,0
hCoV_19_England_QEUH_30E24B4_2022,0.0174511901577962,0.076138147566719,189,189
hCoV_19_England_PLYM_2F2365B_2021,0.020928055629847554,0.076138147566719,189,189
hCoV_19_England_SGUH_136BD_2021,0.02688693442129552,0.0,0,0
hCoV_19_England_MILK_382BBD0_2022,0.02554927599237535,0.0,0,0
hCoV_19_England_PHEC_YY8FU69_2022,0.005049660569173661,0.0,0,0
hCoV_19_England_ALDP_322CE27_2022,0.0175849157528751,0.0,0,0
hCoV_19_England_MILK_1714C38_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_QEUH_1EC5613_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_DHSC_CYB1AYS_2022,0.014174913078363199,0.03349031920460492,45,41
hCoV_19_England_LOND_1294813_2022,0.011771394174497542,0.0,0,0
hCoV_19_Scotland_QEUH_3CF71B9_2022,0.004213624051098552,0.0,0,0
hCoV_19_Wales_PHWC_PY4OXD_2021,0.0012707755074741665,0.0,0,0
hCoV_19_Scotland_QEUH_12C89F5_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_QEUH_14BE1DA_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_155CBC_2021,0.008828545630873156,0.04735740450026164,181,2
hCoV_19_England_LSPA_37AA85B_2022,0.012235891949719177,0.0,0,0
hCoV_19_Wales_PHWC_PKE1IX_2022,0.0015383071932582016,0.0,0,0
hCoV_19_England_PHWC_4D1383_2021,0.04216968197170853,0.1271585557299843,267,289
hCoV_19_Scotland_QEUH_1E1FEF4_2021,0.0572517807577835,0.061224489795918366,132,0
hCoV_19_England_PHEC_YYGEQ3J_2022,0.004815570344112631,0.0015698587127158557,6,0
hCoV_19_England_PHESW_YYBYKXZ_2021,0.06914769117597887,0.021454735740450027,82,0
hCoV_19_England_MILK_148F9DA_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEP_YYFP5BR_2022,0.03578236297361469,0.0,0,0
hCoV_19_England_NORW_3192560_2022,0.04931131318534367,0.04945054945054945,189,189
hCoV_19_Scotland_QEUH_1F2E2E6_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_15095C4_2021,0.004146186511519042,0.0,0,0
hCoV_19_England_MILK_153195E_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_QEUH_398F1D7_2022,0.029653650708745653,0.0,0,0
hCoV_19_Scotland_CAMC_14ABBE1_2021,0.008293482259305086,0.03322867608581894,127,0
hCoV_19_England_PHEP_YYNAWEJ_2021,0.04099923084640337,0.21559392987964415,518,518
hCoV_19_England_QEUH_33EFE10_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_MILK_14738BE_2021,0.004046010833946365,0.0,0,0
hCoV_19_England_QEUH_3E20FE8_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_3E9FE7E_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_LSPA_3E74440_2022,0.029963548807811925,0.0,0,0
hCoV_19_England_MILK_39264E8_2022,0.0297629000434739,0.0,0,0
hCoV_19_Wales_PHWC_PJYCZN_2022,0.04160117713941745,0.0,0,0
hCoV_19_Scotland_QEUH_2EA07C3C_2022,0.0808280105675016,0.13997906855049713,301,255
hCoV_19_England_MILK_1768251_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_ALDP_3AFEFF6_2022,0.011634126771864135,0.0,0,0
hCoV_19_England_LSPA_3C8651D_2022,0.004213624051098552,0.0,0,0
hCoV_19_Wales_PHWC_PEYY4J_2022,0.015278149237764108,0.05180533751962323,189,189
hCoV_19_England_PHEC_X304X573_2021,0.0025749924756713373,0.0,0,0
hCoV_19_England_NORT_1BB6F77_2021,0.0024077851720563153,0.0,0,0
hCoV_19_Scotland_LSPA_325F4414_2022,0.030130756111426946,0.0,0,0
hCoV_19_England_BRBR_2840ADB_2021,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYNHZDE_2022,0.014413269571614888,0.043432757718472007,153,153
hCoV_19_England_ALDP_1451B80_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_SCOT_24348_2023,0.013644115974985787,0.0,0,0
hCoV_19_Scotland_QEUH_2EA01027_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_LSPA_3C6F5A1_2022,0.00755777012339899,0.0,0,0
hCoV_19_Scotland_QEUH_386F174_2022,0.012235891949719177,0.0,0,0
hCoV_19_England_LSPA_36EF518_2022,0.08102865933183961,0.1227106227106227,280,189
hCoV_19_England_QEUH_C5C221_2020,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_37287FE_2022,0.005216867872788683,0.0,0,0
hCoV_19_Scotland_EDB16125_2021,0.07427348426579274,0.15803244374672945,267,289
hCoV_19_England_PHEC_YYFHD3C_2022,0.008326923720028091,0.0015698587127158557,6,0
hCoV_19_England_QEUH_3EF690B_2022,0.020900912951877737,0.0,0,0
hCoV_19_England_PHEP_YYF4ZTC_2022,0.054777112664281175,0.0005232862375719519,2,0
